Class,BLEU4_Mean,BLEU4_Std,Sample_Count,Accuracy,F1_Score,Precision,Recall
african_chameleon,0.14938063648490457,0.22102431232669115,30,0.9,0.9310344827586207,0.9642857142857143,0.9
balloon,0.4103853626264347,0.4040078745642754,30,0.9666666666666667,0.9206349206349206,0.8787878787878788,0.9666666666666667
bolete,0.23099262893030728,0.218498236606698,30,0.9333333333333333,0.9180327868852459,0.9032258064516129,0.9333333333333333
bobsled,0.34444625913551435,0.3473411918732855,30,0.9333333333333333,0.9180327868852459,0.9032258064516129,0.9333333333333333
black_and_gold_garden_spider,0.3846334261751849,0.1940515051511859,30,0.8666666666666667,0.9122807017543859,0.9629629629629629,0.8666666666666667
candle,0.1830066296189886,0.2478909533148994,30,0.8333333333333334,0.9090909090909091,1.0,0.8333333333333334
cassette,0.2954103296688866,0.3518566748240822,30,0.9666666666666667,0.90625,0.8529411764705882,0.9666666666666667
american_chameleon,0.2322768963712192,0.29731219113670393,30,0.9,0.9,0.9,0.9
binoculars,0.09320611493041153,0.17120243685891837,30,0.8333333333333334,0.8928571428571429,0.9615384615384616,0.8333333333333334
analog_clock,0.2377059742831345,0.3130210308385113,30,0.8333333333333334,0.8928571428571429,0.9615384615384616,0.8333333333333334
bathtub,0.19997118993079663,0.2514708643899803,30,0.8333333333333334,0.8928571428571429,0.9615384615384616,0.8333333333333334
carpenter_s_kit,0.38074550026349485,0.29226001405934365,30,0.9,0.8852459016393442,0.8709677419354839,0.9
beaker,0.5265687723297591,0.41193766772486023,30,0.9,0.8852459016393442,0.8709677419354839,0.9
breastplate,0.2235980693264798,0.2982516325956572,30,0.9,0.8709677419354839,0.84375,0.9
agaric,0.2643538185998937,0.365091063748177,30,0.8,0.8571428571428571,0.9230769230769231,0.8
bow,0.19574645478273256,0.2773429103035043,30,0.8,0.8571428571428571,0.9230769230769231,0.8
bulletproof_vest,0.34986313558293847,0.33624669430479376,30,0.8666666666666667,0.8524590163934426,0.8387096774193549,0.8666666666666667
backpack,0.07411735702375696,0.03852911317472754,30,0.9,0.84375,0.7941176470588235,0.9
barrel,0.1334723713135805,0.20985820404701805,30,0.8,0.8421052631578947,0.8888888888888888,0.8
alligator_lizard,0.2125728492796403,0.2690887655134808,30,0.8666666666666667,0.8387096774193549,0.8125,0.8666666666666667
spider,0.4407761601191314,0.36471295788242447,30,0.8666666666666667,0.8387096774193549,0.8125,0.8666666666666667
bucket,0.19481296444132695,0.2827005993351132,30,0.9,0.8181818181818182,0.75,0.9
assault_rifle,0.30265008249002323,0.31645192880824274,30,0.8333333333333334,0.7692307692307693,0.7142857142857143,0.8333333333333334
ant,0.3720089099287536,0.35763909933702986,30,0.9333333333333333,0.6086956521739131,0.45161290322580644,0.9333333333333333
bee,0.29733910549610454,0.3539845324310616,30,0.9333333333333333,0.4745762711864407,0.3181818181818182,0.9333333333333333
cannon,0.4329994005178844,0.3899043988979781,30,0.0,0.0,0.0,0.0
beer_glass,0.3266696827924166,0.32373569854001455,30,0.0,0.0,0.0,0.0
beer_bottle,0.33608214796780744,0.22024581758050973,30,0.0,0.0,0.0,0.0
